9201001	['6532', '3525']
9201002	['6954', '2727', '225', '1654', '1498']
9201003	['6206']
9201004	['2689']
9201005	['3467']
9201006	['3898']
9201007	['5072', '5036', '2100']
9201008	['7764']
9201009	['6081']
9201010	['5846', '5463', '2677']
9201011	['5846', '5463', '2677']
9201012	['2677', '7035']
9201013	['5846', '5463', '2236', '2677', '7035']
9201014	['3190', '74']
9201015	['3007', '417', '1436']
9201016	['5531']
9201017	['4880', '3250']
9201018	['5680']
9201019	['1572', '196', '7852']
9201020	['7447', '7011']
9201021	['1971', '923']
9201022	['8072']
9201023	['6616']
9201024	['6278', '4436', '2862', '2651']
9201025	['174', '3265', '4496']
9201026	['7067', '2991']
9201027	['4044', '206', '2492']
9201028	['7844', '2928']
9201029	['3736']
9201030	['6278', '2862', '7826', '2651']
9201031	['4949']
9201032	['308']
9201033	['1913', '1081']
9201034	['4168', '2920']
9201035	['6688', '4986']
9201036	['128', '6742']
9201037	['7894']
9201038	['3473', '2421', '1269', '4448']
9201039	['2239', '7706', '3330']
9201040	['1811', '6036']
9201041	['6783']
9201042	['5239', '1741']
9201043	['5239', '1741']
9201044	['3953', '3342']
9201045	['4813', '2438']
9201046	['4813', '2438']
9201047	[]
9201048	['8366', '2263', '2954', '7259']
9201049	['6322']
9201050	['1467', '435', '6616', '1808']
9201051	['174', '3265', '3634', '4496']
9201052	['3452', '4273']
9201053	['3074']
9201054	['1736']
9201055	['6532', '3525']
9201056	['3606', '6036']
9201057	['3471']
9201058	['8056', '5951']
9201059	['1220', '8273', '6768']
9201060	['1721', '7515']
9201061	['1671', '7092', '2042', '7812']
9201062	['4584', '8366', '6507', '7259']
9201063	['7694', '775']
9201064	['7086']
9201065	['4450', '1547', '130']
9201066	['4450', '1547', '130']
9201067	['44', '1377', '3709']
9201068	['5239', '6958', '5635']
9201069	['5239', '6958', '5635']
9201070	['2175', '4189', '3144']
9201071	['1167', '180', '343']
9201072	['4727']
9201073	['9330']
9201074	['7548', '923', '4135']
9201075	['6799', '1425']
9201076	['2898']
9201077	['1018']
9201078	['3010', '2069', '1495']
9201079	['6375', '2243']
9201080	['2825', '5002', '1014', '4929']
9202001	['2271', '5116']
9202002	['7733', '1495']
9202003	['7694', '775']
9202004	['5861', '3999']
9202005	['7736']
9202006	['1913', '1081']
9202007	['6907', '3010', '1495']
9202008	['6940']
9202009	['2428', '2391', '3096', '1724']
9202010	['5683']
9202011	['234', '1004']
9202012	['3474', '7777', '610']
9202013	['3277']
9202014	['8273', '856']
9202015	['6036']
9202016	['1114', '9375']
9202017	['6366']
9202018	['1677', '3218', '4151']
9202019	['9110']
9202020	['3394']
9202021	['2639']
9202022	['5365']
9202023	['6968', '1677']
9202024	['8666', '7157']
9202025	['1343']
9202026	['6863', '5622']
9202027	['5683']
9202028	['3684']
9202029	['4622', '229']
9202030	['2031', '2506', '182']
9202031	['6712']
9202032	['5711']
9202033	['2078', '2349']
9202034	['6701', '773']
9202035	['5806']
9202036	['511', '2349']
9202037	['5098']
9202038	['7118', '2031', '182']
9202039	['2964', '4303']
9202040	['1826', '8777']
9202041	['4996']
9202042	['308']
9202043	['4422', '584', '4560']
9202045	['3353']
9202046	['127', '1164']
9202047	['6245', '4248']
9202048	['3756', '229']
9202049	['882', '1561']
9202050	['1681', '6330']
9202051	['3190', '488', '74']
9202052	['2186', '3473', '2555', '1623', '2263']
9202053	['1707', '7480']
9202054	['1707', '578', '5365']
9202055	['6915']
9202056	['1384', '1757']
9202057	['404']
9202058	['4235', '3317']
9202059	['1465', '8342']
9202060	['1119', '1467', '435', '6616']
9202061	['561']
9202062	['6036', '2085']
9202063	['1707', '578']
9202064	['182']
9202065	['4577', '5411']
9202066	['6779']
9202067	['5072']
9202068	['5162', '4103', '2817']
9202069	['44', '1377', '3709']
9202070	['591', '3141']
9202071	['669']
9202072	['1223']
9202073	['98', '7035']
9202074	['2451']
9202075	['8506', '3999']
9202076	['5365']
9202077	['19', '4706']
9202078	['597']
9202079	['1707', '578', '5365']
9202080	['4450', '6563']
9202081	['1919']
9202082	['653', '4120']
9202083	['2428', '1724']
9202084	['2428', '3300', '1724']
9202085	['1493', '75', '3764']
9202086	['7852']
9202087	['6783', '996']
9202089	['1814', '8456', '3803', '6523']
9202090	['3061']
9202092	['5056', '9211']
9203001	['8953']
9203002	['5224', '4450']
9203003	['3262', '1790', '3105']
9203004	['875', '230', '475', '6561']
9203005	['5920', '4308']
9203006	['4295', '3180', '7834']
9203007	['7141', '6719']
9203008	['2170', '2871']
9203009	['812', '1913', '1081']
9203010	['5626']
9203011	['3011']
9203012	['1183', '1227', '462']
9203013	['6182', '3063', '7950', '5587']
9203014	['2297', '4795']
9203015	['5572', '4074']
9203016	['7944', '6193']
9203017	['2544']
9203018	['1029']
9203019	['3463']
9203020	['3265']
9203021	['2485', '3129']
9203022	['1922', '2078', '612']
9203023	['3681', '1423', '6933', '7922']
9203024	['1119', '1467', '435', '6616']
9203025	['3743', '4514', '462']
9203026	['5481']
9203027	['6854']
9203028	['1719']
9203029	['8332', '6011']
9203030	['1129', '8602']
9203031	['6940']
9203032	['7803']
9203033	['1971']
9203034	['6046']
9203035	['4576', '1553']
9203036	['6207', '52']
9203037	['2059', '3949']
9203038	['8540', '2231', '6047']
9203039	['460', '2991']
9203040	['1677', '3218', '4151']
9203041	['5365', '1651']
9203042	['5861', '3999', '345', '864']
9203043	['5846', '5463', '2236', '2677']
9203044	['5846', '2553', '5463', '2677']
9203045	['2999', '1502']
9203046	['2119', '6132', '4344']
9203047	['2119', '6132', '4344']
9203048	['6954', '2727', '225', '1654', '1498']
9203049	['8072']
9203050	['8255', '5162']
9203051	['988', '7447']
9203052	['2322']
9203053	['3419', '5239', '4013']
9203054	['7548', '4135']
9203055	['6183', '3612', '5239']
9203056	['3979', '4977']
9203057	['5069']
9203058	['7290', '2898']
9203059	['5861']
9203060	['2306', '2271']
9203061	['2271']
9203062	['3632']
9203063	['4454']
9203064	['6373', '2439']
9203065	['6373', '2439']
9203066	['1684', '436']
9203067	['6779', '8940']
9203068	['6779']
9203069	['2290', '6645']
9203070	['511', '2349']
9203071	['2063', '1412', '650']
9203072	['813']
9203073	['5138']
9203074	['2458']
9203075	['174', '1814']
9203076	['757']
9203077	['17']
9203078	['1705', '974', '768', '2666']
9203079	['1707', '578', '5365']
9203080	['1705', '974', '768', '2666']
9203081	['974', '9420', '768', '2666']
9203082	['6933', '5347']
9203083	['631', '1967']
9203084	['4554']
9204001	['248', '522']
9204002	['5535', '1619']
9204003	['6776', '383', '1780']
9204004	['565', '8219', '3582', '4243']
9204006	['5056', '4707']
9204007	['440', '8408']
9204008	['3979']
9204009	['6183', '6941', '5239']
9204010	['878', '959', '5478']
9204011	['3007', '1436']
9204012	['6793', '691', '4326']
9204013	['164']
9204014	['4256']
9204015	['5535', '1619', '3485']
9204016	['6273', '3585', '1805']
9204017	['8836', '1985']
9204018	['1273', '2000']
9204019	['4824', '5321']
9204020	['4269', '8445']
9204021	['8251']
9204022	['6915', '3814']
9204023	['3585', '1805']
9204024	['3330']
9204025	['2984', '864']
9204026	['1036', '2707']
9204027	['2182']
9204028	['8083', '6829', '1943']
9204029	['3830']
9204030	['2063', '1412', '650']
9204031	['5072', '5036']
9204032	['2924', '5239', '1741']
9204033	['3173']
9204034	['275']
9204035	['2747', '3790', '4608', '2456', '3275']
9204036	['5986']
9204037	['6790', '3302', '6886', '5231']
9204038	['435', '6616']
9204039	['4739', '248', '522']
9204040	['3307', '4608', '7278']
9204041	['6794', '3512', '5246', '3307']
9204042	['7065']
9204043	['5253', '4177']
9204044	['1215', '4074']
9204045	['1215', '4148', '4074']
9204046	['6783']
9204047	['588']
9204048	['8963', '588']
9204049	['3415', '6537']
9204050	['5253', '4177']
9204051	['5947']
9204052	['1719', '3467']
9204053	['4727']
9204054	['6954', '2727', '225', '1654', '1498']
9204055	['4256']
9204056	['1281', '4977']
9204057	['1281', '4977']
9204058	['950']
9204059	['6442', '8542']
9204060	['5613', '5714']
9204061	['275', '316']
9204062	['5069']
9204063	['3389']
9204064	['2144', '3643', '1660', '8793', '1512']
9204065	['4877', '3129']
9204066	['7327']
9204067	['5429', '4132']
9204068	['2144', '1660']
9204069	['7469']
9204070	['4739', '248']
9204071	['2399', '988', '3585']
9204072	['5861', '3732']
9204073	['5335']
9204074	['1384', '1757']
9204075	['597', '6863', '5622']
9204076	['597', '6863', '5622']
9204077	['591', '2789']
9204078	['6139']
9204079	['7453', '3178']
9204080	['6258', '3269', '8251', '5420']
9204081	['2789']
9204082	['3918', '7386']
9204083	['3606']
9204084	['356']
9204085	['1328', '3389']
9204086	['6253', '1006', '5488']
9204088	['8107', '5213']
9204089	['4439', '4578', '3578']
9204090	['1114', '1423']
9204091	['1080']
9204092	['3969']
9204093	['6616']
9204094	['234', '2290']
9204095	['2374', '128', '3613', '5195']
9204096	['1183', '1227', '462']
9204097	['2789']
9204098	['2789']
9204099	['7164', '5282', '8754']
9204100	['1459', '6801', '1650']
9204101	['3979', '2378']
9204102	['234', '1684', '436', '1004']
9204103	['5347']
9205001	['7066', '3943']
9205002	['5711', '3885']
9205003	['3943', '369']
9205004	['2964', '4303']
9205005	['2315', '6696']
9205006	['810']
9205007	['7585']
9205008	['420']
9205009	['197', '4096']
9205010	['5104', '6428']
9205011	['1704', '6674', '8800']
9205012	['1829', '2327', '3709', '2934']
9205013	['591']
9205014	['1405']
9205015	['282', '650', '677']
9205016	['3452']
9205017	['8666', '7157']
9205018	['2315']
9205019	['7327']
9205020	['882', '1561']
9205021	['6157', '7839']
9205022	['3334']
9205023	['97', '931', '2378', '1749']
9205024	['308']
9205025	['2307', '7140', '7205']
9205026	['6330', '6100']
9205027	['3736', '1146', '6281', '6445', '9057']
9205028	['3999']
9205029	['5072', '4222']
9205030	['1168']
9205031	['1133', '2498']
9205032	['4844']
9205033	['6786']
9205034	['2991']
9205035	['4813']
9205036	['2527']
9205037	['783', '788']
9205038	['1707']
9205039	['5051', '5565', '1392']
9205040	['4964']
9205041	['5613', '1641']
9205042	['6732']
9205043	['597', '2484']
9205044	['5922']
9205045	['6469', '44']
9205046	['5126', '127']
9205047	['1127', '3104']
9205048	['1127', '3104']
9205049	['1127', '3104']
9205050	['1127', '3104']
9205051	['2438']
9205052	['2438']
9205053	['1840']
9205054	['1119', '435', '6616', '1808']
9205055	['2144', '3643', '3795', '2656']
9205056	['1922', '612', '7836']
9205057	['1160']
9205058	['1971']
9205059	['1909', '1129']
9205060	['4272', '2494']
9205061	['3973', '3224']
